country,disease,year,week,cases,deaths
India,Measles,2020,37,6704,56
India,Yellow Fever,2020,37,5517,446
India,Dengue,2020,38,438098,208
India,Cholera,2020,38,6075,97
India,Malaria,2020,38,1179507,3562
India,Measles,2020,38,5416,49
India,Yellow Fever,2020,38,7374,532
India,Dengue,2020,39,5990,4
India,Cholera,2020,39,8108,120
India,Malaria,2020,39,1019270,3009
India,Measles,2020,39,6588,62
India,Yellow Fever,2020,39,6760,553
India,Dengue,2020,40,9586,8
India,Cholera,2020,40,6344,97
India,Malaria,2020,40,1272759,3783
India,Measles,2020,40,8852,96
India,Yellow Fever,2020,40,4010,284
India,Dengue,2020,41,8038,3
India,Cholera,2020,41,7327,110
India,Malaria,2020,41,841228,2590
India,Measles,2020,41,4776,30
India,Yellow Fever,2020,41,7867,623
India,Dengue,2020,42,8228,3
India,Cholera,2020,42,6200,86
India,Malaria,2020,42,492912,1439
India,Measles,2020,42,6218,65
India,Yellow Fever,2020,42,5092,379
India,Dengue,2020,43,8077,1
India,Cholera,2020,43,7946,111
India,Malaria,2020,43,451316,1390
India,Measles,2020,43,6586,57
India,Yellow Fever,2020,43,7429,595
India,Dengue,2020,44,8402,5
India,Cholera,2020,44,6055,111
India,Malaria,2020,44,525972,1553
India,Measles,2020,44,7624,76
India,Yellow Fever,2020,44,7950,603
India,Dengue,2020,45,8577,7
India,Cholera,2020,45,8685,143
India,Malaria,2020,45,476669,1421
India,Measles,2020,45,5094,52
India,Yellow Fever,2020,45,7795,654
India,Dengue,2020,46,8564,5
India,Cholera,2020,46,7463,118
India,Malaria,2020,46,503510,1531
India,Measles,2020,46,7202,87
India,Yellow Fever,2020,46,8595,661
India,Dengue,2020,47,6344,2
India,Cholera,2020,47,6659,103
India,Malaria,2020,47,276599,846
India,Measles,2020,47,4345,46
India,Yellow Fever,2020,47,5374,388
India,Dengue,2020,48,9382,5
India,Cholera,2020,48,6181,96
India,Malaria,2020,48,6333,22
India,Measles,2020,48,6382,76
India,Yellow Fever,2020,48,6847,540
India,Dengue,2020,49,6088,3
India,Cholera,2020,49,9278,123
India,Malaria,2020,49,334561,1018
India,Measles,2020,49,7490,71
India,Yellow Fever,2020,49,7559,617
India,Dengue,2020,50,8769,4
India,Cholera,2020,50,8793,129
India,Malaria,2020,50,7571,23
India,Measles,2020,50,7912,71
India,Yellow Fever,2020,50,6576,545
India,Dengue,2020,51,6528,5
India,Cholera,2020,51,6765,99
India,Malaria,2020,51,7090,31
India,Measles,2020,51,5158,59
India,Yellow Fever,2020,51,8142,624
India,Dengue,2020,52,7360,3
India,Cholera,2020,52,6571,84
India,Malaria,2020,52,7332,23
India,Measles,2020,52,154486,1481
India,Yellow Fever,2020,52,7620,595
India,Dengue,2021,1,3969,1
India,Cholera,2021,1,8004,126
India,Malaria,2021,1,8484,28
India,Measles,2021,1,195773,2049
India,Yellow Fever,2021,1,8321,648
India,Dengue,2021,2,7430,6
India,Cholera,2021,2,6078,81
India,Malaria,2021,2,6137,17
India,Measles,2021,2,331691,3339
India,Yellow Fever,2021,2,8668,701
India,Dengue,2021,3,9637,3
India,Cholera,2021,3,6035,78
India,Malaria,2021,3,7065,25
India,Measles,2021,3,222124,2215
India,Yellow Fever,2021,3,4408,356
India,Dengue,2021,4,7017,2
India,Cholera,2021,4,10489,149
India,Malaria,2021,4,7053,11
India,Measles,2021,4,230153,2278
India,Yellow Fever,2021,4,4192,334
India,Dengue,2021,5,7896,2
India,Cholera,2021,5,7475,110
India,Malaria,2021,5,5953,24
India,Measles,2021,5,519002,5219
India,Yellow Fever,2021,5,7592,598
India,Dengue,2021,6,10178,6
India,Cholera,2021,6,6162,107
India,Malaria,2021,6,6399,28
India,Measles,2021,6,558873,5649
India,Yellow Fever,2021,6,6272,504
India,Dengue,2021,7,4721,4
India,Cholera,2021,7,8407,134
India,Malaria,2021,7,8322,23
India,Measles,2021,7,580943,5887
India,Yellow Fever,2021,7,9921,810
India,Dengue,2021,8,8186,2
India,Cholera,2021,8,7785,118
India,Malaria,2021,8,7454,32
India,Measles,2021,8,464751,4569
India,Yellow Fever,2021,8,8747,705
India,Dengue,2021,9,8730,6
India,Cholera,2021,9,4880,73
India,Malaria,2021,9,6699,20
India,Measles,2021,9,594128,5894
India,Yellow Fever,2021,9,8833,749
India,Dengue,2021,10,8925,7
India,Cholera,2021,10,6718,108
India,Malaria,2021,10,6807,21
India,Measles,2021,10,6899,89
India,Yellow Fever,2021,10,5618,477
India,Dengue,2021,11,11248,7
India,Cholera,2021,11,8655,122
India,Malaria,2021,11,5611,25
India,Measles,2021,11,7477,74
India,Yellow Fever,2021,11,6163,474
India,Dengue,2021,12,7181,7
India,Cholera,2021,12,8652,123
India,Malaria,2021,12,8767,25
India,Measles,2021,12,5992,48
India,Yellow Fever,2021,12,7505,586
India,Dengue,2021,13,5762,3
India,Cholera,2021,13,7932,126
India,Malaria,2021,13,8079,29
India,Measles,2021,13,7256,67
India,Yellow Fever,2021,13,5627,455
India,Dengue,2021,14,6233,1
India,Cholera,2021,14,9412,123
India,Malaria,2021,14,8516,24
India,Measles,2021,14,7169,84
India,Yellow Fever,2021,14,8681,699
India,Dengue,2021,15,7900,5
India,Cholera,2021,15,8160,112
India,Malaria,2021,15,7483,15
India,Measles,2021,15,6817,64
India,Yellow Fever,2021,15,7869,633
India,Dengue,2021,16,8180,3
India,Cholera,2021,16,5693,80
India,Malaria,2021,16,6767,16
India,Measles,2021,16,9702,91
India,Yellow Fever,2021,16,7400,564
India,Dengue,2021,17,7282,4
India,Cholera,2021,17,7154,111
India,Malaria,2021,17,7143,23
India,Measles,2021,17,8714,66
India,Yellow Fever,2021,17,6659,512
India,Dengue,2021,18,5977,3
India,Cholera,2021,18,5402,86
India,Malaria,2021,18,7524,14
India,Measles,2021,18,8820,75
India,Yellow Fever,2021,18,9385,747
India,Dengue,2021,19,4374,3
India,Cholera,2021,19,7891,126
India,Malaria,2021,19,9392,21
India,Measles,2021,19,5525,63
India,Yellow Fever,2021,19,6077,515
India,Dengue,2021,20,10086,4
India,Cholera,2021,20,8825,137
India,Malaria,2021,20,5371,16
India,Measles,2021,20,7222,60
India,Yellow Fever,2021,20,6120,484
India,Dengue,2021,21,8190,6
India,Cholera,2021,21,10371,141
India,Malaria,2021,21,7642,18
India,Measles,2021,21,7799,80
India,Yellow Fever,2021,21,7910,640
India,Dengue,2021,22,4816,2
India,Cholera,2021,22,7636,92
India,Malaria,2021,22,10618,28
India,Measles,2021,22,7201,71
India,Yellow Fever,2021,22,6945,543
India,Dengue,2021,23,589232,299
India,Cholera,2021,23,7050,102
India,Malaria,2021,23,8244,23
India,Measles,2021,23,6558,67
India,Yellow Fever,2021,23,5679,423
India,Dengue,2021,24,726353,345
India,Cholera,2021,24,7850,107
India,Malaria,2021,24,5268,10
India,Measles,2021,24,6783,55
India,Yellow Fever,2021,24,9197,703
India,Dengue,2021,25,729238,358
India,Cholera,2021,25,692874,10463
India,Malaria,2021,25,6789,16
India,Measles,2021,25,5427,61
India,Yellow Fever,2021,25,4532,367
India,Dengue,2021,26,898819,433
India,Cholera,2021,26,713283,10632
India,Malaria,2021,26,7028,21
India,Measles,2021,26,5141,59
India,Yellow Fever,2021,26,4799,348
India,Dengue,2021,27,903767,464
India,Cholera,2021,27,674607,10220
India,Malaria,2021,27,420515,1326
India,Measles,2021,27,7421,75
India,Yellow Fever,2021,27,6441,474
India,Dengue,2021,28,1542850,779
India,Cholera,2021,28,937292,14045
India,Malaria,2021,28,8331,35
India,Measles,2021,28,8496,78
India,Yellow Fever,2021,28,6013,488
India,Dengue,2021,29,1851167,941
India,Cholera,2021,29,1262297,18884
India,Malaria,2021,29,454009,1424
India,Measles,2021,29,5605,60
India,Yellow Fever,2021,29,4299,297
India,Dengue,2021,30,1397990,677
India,Cholera,2021,30,1129432,16855
India,Malaria,2021,30,1260763,3892
India,Measles,2021,30,6951,68
India,Yellow Fever,2021,30,6963,565
India,Dengue,2021,31,1666052,819
India,Cholera,2021,31,954790,14253
India,Malaria,2021,31,845736,2539
India,Measles,2021,31,5390,53
India,Yellow Fever,2021,31,7715,655
India,Dengue,2021,32,1220746,614
India,Cholera,2021,32,670088,10136
India,Malaria,2021,32,1000287,3108
India,Measles,2021,32,4923,58
India,Yellow Fever,2021,32,8874,728
India,Dengue,2021,33,1608754,791
India,Cholera,2021,33,562662,8448
India,Malaria,2021,33,1315672,4006
India,Measles,2021,33,6069,60
India,Yellow Fever,2021,33,4440,360
India,Dengue,2021,34,1209129,603
India,Cholera,2021,34,395231,5952
India,Malaria,2021,34,1025670,2984
India,Measles,2021,34,7285,67
India,Yellow Fever,2021,34,4579,364
India,Dengue,2021,35,1408071,683
India,Cholera,2021,35,468694,7016
India,Malaria,2021,35,746229,2218
India,Measles,2021,35,5841,56
India,Yellow Fever,2021,35,5913,468
India,Dengue,2021,36,556182,258
India,Cholera,2021,36,7180,116
India,Malaria,2021,36,1088887,3424
India,Measles,2021,36,5512,50
India,Yellow Fever,2021,36,7889,686
India,Dengue,2021,37,481005,250
India,Cholera,2021,37,6666,95
India,Malaria,2021,37,1111538,3246
India,Measles,2021,37,7704,84
India,Yellow Fever,2021,37,8366,688
India,Dengue,2021,38,392597,194
India,Cholera,2021,38,7259,99
India,Malaria,2021,38,1592040,4804
India,Measles,2021,38,7535,82
India,Yellow Fever,2021,38,7040,546
India,Dengue,2021,39,7801,3
India,Cholera,2021,39,7246,103
India,Malaria,2021,39,846559,2545
India,Measles,2021,39,8170,67
India,Yellow Fever,2021,39,6813,554
India,Dengue,2021,40,6354,5
India,Cholera,2021,40,5732,89
India,Malaria,2021,40,976618,2966
India,Measles,2021,40,7824,76
India,Yellow Fever,2021,40,7093,581
India,Dengue,2021,41,7402,6
India,Cholera,2021,41,7360,100
India,Malaria,2021,41,1171803,3517
India,Measles,2021,41,6655,77
India,Yellow Fever,2021,41,4314,346
India,Dengue,2021,42,6503,2
India,Cholera,2021,42,9374,135
India,Malaria,2021,42,592662,1747
India,Measles,2021,42,5804,60
India,Yellow Fever,2021,42,7545,574
India,Dengue,2021,43,9832,4
India,Cholera,2021,43,8543,118
India,Malaria,2021,43,496355,1541
India,Measles,2021,43,4669,33
India,Yellow Fever,2021,43,3859,295
India,Dengue,2021,44,8149,7
India,Cholera,2021,44,8132,103
India,Malaria,2021,44,529346,1645
India,Measles,2021,44,6326,63
India,Yellow Fever,2021,44,8230,636
India,Dengue,2021,45,9509,8
India,Cholera,2021,45,8126,111
India,Malaria,2021,45,6165,31
India,Measles,2021,45,7184,62
India,Yellow Fever,2021,45,8731,735
India,Dengue,2021,46,8046,3
India,Cholera,2021,46,9174,140
India,Malaria,2021,46,402654,1227
India,Measles,2021,46,5648,48
India,Yellow Fever,2021,46,8194,658
India,Dengue,2021,47,7237,1
India,Cholera,2021,47,6033,104
India,Malaria,2021,47,383545,1144
India,Measles,2021,47,5092,49
India,Yellow Fever,2021,47,6967,557
India,Dengue,2021,48,7248,7
India,Cholera,2021,48,5981,80
India,Malaria,2021,48,6810,18
India,Measles,2021,48,8610,90
India,Yellow Fever,2021,48,7115,569
India,Dengue,2021,49,8353,6
India,Cholera,2021,49,7290,105
India,Malaria,2021,49,6214,17
India,Measles,2021,49,4036,39
India,Yellow Fever,2021,49,6066,462
India,Dengue,2021,50,9084,5
India,Cholera,2021,50,7378,126
India,Malaria,2021,50,8160,19
India,Measles,2021,50,5464,49
India,Yellow Fever,2021,50,7239,576
India,Dengue,2021,51,5858,3
India,Cholera,2021,51,7752,118
India,Malaria,2021,51,8283,22
India,Measles,2021,51,8503,86
India,Yellow Fever,2021,51,6135,525
India,Dengue,2021,52,8682,4
India,Cholera,2021,52,6726,89
India,Malaria,2021,52,5364,14
India,Measles,2021,52,8942,98
India,Yellow Fever,2021,52,9063,739
India,Dengue,2022,1,7482,5
India,Cholera,2022,1,7020,97
India,Malaria,2022,1,5460,24
India,Measles,2022,1,178111,1751
India,Yellow Fever,2022,1,6930,563
India,Dengue,2022,2,6612,4
India,Cholera,2022,2,4903,75
India,Malaria,2022,2,4979,11
India,Measles,2022,2,205303,2081
India,Yellow Fever,2022,2,10247,828
India,Dengue,2022,3,7424,3
India,Cholera,2022,3,6794,96
India,Malaria,2022,3,10393,41
India,Measles,2022,3,439182,4373
India,Yellow Fever,2022,3,8682,672
India,Dengue,2022,4,7482,5
India,Cholera,2022,4,7966,116
India,Malaria,2022,4,6561,19
India,Measles,2022,4,269976,2723
India,Yellow Fever,2022,4,8567,661
India,Dengue,2022,5,6608,5
India,Cholera,2022,5,7872,123
India,Malaria,2022,5,7212,27
India,Measles,2022,5,664003,6624
India,Yellow Fever,2022,5,2918,221
India,Dengue,2022,6,5130,4
India,Cholera,2022,6,5818,98
India,Malaria,2022,6,6116,10
India,Measles,2022,6,728841,7186
India,Yellow Fever,2022,6,8099,624
India,Dengue,2022,7,7051,3
India,Cholera,2022,7,6128,100
India,Malaria,2022,7,6880,25
India,Measles,2022,7,550801,5445
India,Yellow Fever,2022,7,7387,580
India,Dengue,2022,8,6810,2
India,Cholera,2022,8,4902,66
India,Malaria,2022,8,6897,22
India,Measles,2022,8,523115,5233
India,Yellow Fever,2022,8,8507,721
India,Dengue,2022,9,9026,4
India,Cholera,2022,9,7641,114
India,Malaria,2022,9,6364,16
India,Measles,2022,9,372694,3601
India,Yellow Fever,2022,9,7301,560
India,Dengue,2022,10,6655,3
India,Cholera,2022,10,8118,116
India,Malaria,2022,10,6393,25
India,Measles,2022,10,505749,5121
India,Yellow Fever,2022,10,8156,648
India,Dengue,2022,11,8585,2
India,Cholera,2022,11,7958,114
India,Malaria,2022,11,8791,35
India,Measles,2022,11,459141,4578
India,Yellow Fever,2022,11,3831,322
India,Dengue,2022,12,5471,2
India,Cholera,2022,12,6698,107
India,Malaria,2022,12,7602,25
India,Measles,2022,12,5853,61
India,Yellow Fever,2022,12,8680,722
India,Dengue,2022,13,6358,0
India,Cholera,2022,13,4924,72
India,Malaria,2022,13,5478,15
India,Measles,2022,13,3454,30
India,Yellow Fever,2022,13,6814,574
India,Dengue,2022,14,7924,2
India,Cholera,2022,14,8475,138
India,Malaria,2022,14,6033,17
India,Measles,2022,14,7318,86
India,Yellow Fever,2022,14,7157,555
India,Dengue,2022,15,9439,2
India,Cholera,2022,15,7846,112
India,Malaria,2022,15,7158,18
India,Measles,2022,15,6553,58
India,Yellow Fever,2022,15,6635,525
India,Dengue,2022,16,6977,4
India,Cholera,2022,16,5542,102
India,Malaria,2022,16,6864,17
India,Measles,2022,16,9952,97
India,Yellow Fever,2022,16,7095,562
India,Dengue,2022,17,7919,8
India,Cholera,2022,17,7153,108
India,Malaria,2022,17,7555,24
India,Measles,2022,17,7354,88
India,Yellow Fever,2022,17,6147,481
India,Dengue,2022,18,5252,3
India,Cholera,2022,18,7414,116
India,Malaria,2022,18,5380,8
India,Measles,2022,18,5313,51
India,Yellow Fever,2022,18,7942,595
India,Dengue,2022,19,6167,2
India,Cholera,2022,19,5180,95
India,Malaria,2022,19,4813,13
India,Measles,2022,19,6115,55
India,Yellow Fever,2022,19,8205,690
India,Dengue,2022,20,7913,3
India,Cholera,2022,20,7863,120
India,Malaria,2022,20,10818,33
India,Measles,2022,20,9084,97
India,Yellow Fever,2022,20,6511,507
India,Dengue,2022,21,8091,3
India,Cholera,2022,21,7704,113
India,Malaria,2022,21,7658,26
India,Measles,2022,21,5736,43
India,Yellow Fever,2022,21,7684,613
India,Dengue,2022,22,416833,188
India,Cholera,2022,22,8810,146
India,Malaria,2022,22,8248,22
India,Measles,2022,22,8777,98
India,Yellow Fever,2022,22,5695,440
India,Dengue,2022,23,592966,274
India,Cholera,2022,23,7678,113
India,Malaria,2022,23,9071,24
India,Measles,2022,23,8460,79
India,Yellow Fever,2022,23,8223,674
India,Dengue,2022,24,846728,439
India,Cholera,2022,24,6326,99
India,Malaria,2022,24,7850,34
India,Measles,2022,24,7708,95
India,Yellow Fever,2022,24,8189,673
India,Dengue,2022,25,755852,371
India,Cholera,2022,25,861106,12936
India,Malaria,2022,25,7142,25
India,Measles,2022,25,4034,35
India,Yellow Fever,2022,25,8640,686
India,Dengue,2022,26,644453,323
India,Cholera,2022,26,1061729,15945
India,Malaria,2022,26,236348,702
India,Measles,2022,26,8811,99
India,Yellow Fever,2022,26,5854,457
India,Dengue,2022,27,854991,438
India,Cholera,2022,27,985385,15014
India,Malaria,2022,27,5206,13
India,Measles,2022,27,6366,54
India,Yellow Fever,2022,27,4721,435
India,Dengue,2022,28,973119,478
India,Cholera,2022,28,1101263,16213
India,Malaria,2022,28,193852,583
India,Measles,2022,28,6967,63
India,Yellow Fever,2022,28,7348,598
India,Dengue,2022,29,1233173,540
India,Cholera,2022,29,924554,13888
India,Malaria,2022,29,228016,713
India,Measles,2022,29,7147,72
India,Yellow Fever,2022,29,6722,483
India,Dengue,2022,30,1446682,719
India,Cholera,2022,30,1144969,17224
India,Malaria,2022,30,710618,2215
India,Measles,2022,30,7502,79
India,Yellow Fever,2022,30,6753,546
India,Dengue,2022,31,1725520,812
India,Cholera,2022,31,1247314,18606
India,Malaria,2022,31,1126407,3437
India,Measles,2022,31,6823,58
India,Yellow Fever,2022,31,6207,480
India,Dengue,2022,32,1164145,581
India,Cholera,2022,32,595813,9052
India,Malaria,2022,32,1239474,3798
India,Measles,2022,32,8209,73
India,Yellow Fever,2022,32,7062,562
India,Dengue,2022,33,1364760,675
India,Cholera,2022,33,469499,7069
India,Malaria,2022,33,897108,2652
India,Measles,2022,33,6138,65
India,Yellow Fever,2022,33,8510,668
India,Dengue,2022,34,1432978,730
India,Cholera,2022,34,685560,10183
India,Malaria,2022,34,678063,2101
India,Measles,2022,34,7244,75
India,Yellow Fever,2022,34,9557,757
India,Dengue,2022,35,926060,476
India,Cholera,2022,35,339786,4996
India,Malaria,2022,35,991381,3012
India,Measles,2022,35,8986,86
India,Yellow Fever,2022,35,3782,294
India,Dengue,2022,36,631347,298
India,Cholera,2022,36,6415,71
India,Malaria,2022,36,923022,2829
India,Measles,2022,36,10799,116
India,Yellow Fever,2022,36,5509,450
India,Dengue,2022,37,526312,256
India,Cholera,2022,37,7024,92
India,Malaria,2022,37,978123,2907
India,Measles,2022,37,7356,70
India,Yellow Fever,2022,37,6292,497
India,Dengue,2022,38,6210,3
India,Cholera,2022,38,8356,122
India,Malaria,2022,38,1080811,3291
India,Measles,2022,38,7466,65
India,Yellow Fever,2022,38,9229,740
India,Dengue,2022,39,9248,6
India,Cholera,2022,39,6457,78
India,Malaria,2022,39,1118437,3354
India,Measles,2022,39,9727,94
India,Yellow Fever,2022,39,8658,642
India,Dengue,2022,40,6863,3
India,Cholera,2022,40,5799,96
India,Malaria,2022,40,1393170,4098
India,Measles,2022,40,5070,55
India,Yellow Fever,2022,40,8651,731
India,Dengue,2022,41,8161,2
India,Cholera,2022,41,7454,115
India,Malaria,2022,41,909572,2763
India,Measles,2022,41,6614,58
India,Yellow Fever,2022,41,7782,652
India,Dengue,2022,42,7263,1
India,Cholera,2022,42,8157,129
India,Malaria,2022,42,587155,1798
India,Measles,2022,42,7029,78
India,Yellow Fever,2022,42,6894,541
India,Dengue,2022,43,8536,7
India,Cholera,2022,43,9400,142
India,Malaria,2022,43,727626,2211
India,Measles,2022,43,8082,65
India,Yellow Fever,2022,43,7311,589
India,Dengue,2022,44,8744,4
India,Cholera,2022,44,9866,141
India,Malaria,2022,44,497643,1510
India,Measles,2022,44,8829,82
India,Yellow Fever,2022,44,9473,755
India,Dengue,2022,45,7741,8
India,Cholera,2022,45,5696,95
India,Malaria,2022,45,862280,2639
India,Measles,2022,45,7299,66
India,Yellow Fever,2022,45,8169,655
India,Dengue,2022,46,8217,2
India,Cholera,2022,46,7977,113
India,Malaria,2022,46,428016,1290
India,Measles,2022,46,6353,77
India,Yellow Fever,2022,46,6807,532
India,Dengue,2022,47,6743,7
India,Cholera,2022,47,4673,79
India,Malaria,2022,47,6429,17
India,Measles,2022,47,6395,65
India,Yellow Fever,2022,47,6586,566
India,Dengue,2022,48,5883,2
India,Cholera,2022,48,9001,128
India,Malaria,2022,48,7485,22
India,Measles,2022,48,7581,76
India,Yellow Fever,2022,48,5662,439
India,Dengue,2022,49,6630,3
India,Cholera,2022,49,8685,145
India,Malaria,2022,49,8051,24
India,Measles,2022,49,6690,65
India,Yellow Fever,2022,49,8283,654
India,Dengue,2022,50,6697,1
India,Cholera,2022,50,7456,95
India,Malaria,2022,50,5307,17
India,Measles,2022,50,208657,2071
India,Yellow Fever,2022,50,4936,380
India,Dengue,2022,51,8266,7
India,Cholera,2022,51,7181,105
India,Malaria,2022,51,7716,27
India,Measles,2022,51,197247,1964
India,Yellow Fever,2022,51,6758,531
India,Dengue,2022,52,5829,0
India,Cholera,2022,52,7505,109
India,Malaria,2022,52,7617,21
India,Measles,2022,52,156554,1625
India,Yellow Fever,2022,52,5796,472
India,Dengue,2023,1,7734,4
India,Cholera,2023,1,9833,144
India,Malaria,2023,1,5100,12
India,Measles,2023,1,301705,3007
India,Yellow Fever,2023,1,4066,334
India,Dengue,2023,2,6484,2
India,Cholera,2023,2,7438,117
India,Malaria,2023,2,5819,16
India,Measles,2023,2,169133,1617
India,Yellow Fever,2023,2,8866,685
India,Dengue,2023,3,8921,6
India,Cholera,2023,3,6089,76
